frage,antwort,quelle_url,kategorie,stand,ist_frage
"Welche Voraussetzungen müssen erfüllt sein, um eine Mobiltelefonummer zu hinterlegen/ändern zu können?","Ihre ID Austria muss bei einer Registrierungsbehörde registriert worden sein – Sie haben dabei einen Benutzernamen festgelegt, der nicht nur aus Ziffern besteht, sondern zumindest einen Buchstaben enthält. Sie müssen auch über einen zweiten Authentifizierungsfaktor verfügen, also beispielsweise verknüpfte der App „ID Austria”, oder Zugriff auf Ihre hinterlegte Mobiltelefonnummer haben. Was kann ich tun, wenn ich diese Voraussetzungen nicht erfülle? Falls Ihr Benutzername aus Ihrer Mobiltelefonnummer besteht, gibt es eine Alternative: Solange Sie Zugriff auf eine verknüpfte App „ID Austria” oder einen anderen zweiten Authentifizierungsfaktor haben, können Sie selbst online ein neues ID Austria Konto erstellen. Sie finden diese Funktion in den ID Austria Verwaltungsfunktionen auf der Seite Zugangsdaten & Zertifikat verwalten. In diesem neuen Konto können Sie dann Ihre gewünschte Mobiltelefonnummer hinterlegen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/mobilnummer-hinterlegen,hilfe-zu-ida,2026-05-22,True
Kann ich die ID Austria für nicht-österreichische Anwendungen verwenden?,"Bei der Nutzung der ID Austria ist zwischen Signatur- und Loginfunktion zu unterscheiden: Signaturfunktion: Betreffend der elektronischen Signatur erfüllt die ID Austria alle europäischen Vorgaben. Die qualifizierte Signatur, die mit der ID Austria durchgeführt werden kann, ist der eigenhändigen Unterschrift EU-weit gleichgestellt (Ausnahmen siehe Signatur- und Vertrauensdienstegesetz § 4 ). Sie können diese also in jeder EU-weiten Anwendung, die eine qualifizierte Signatur verlangt, verwenden. Die Loginfunktion und somit der elektronische Nachweis der Identität der Nutzerinnen oder Nutzer – kann für österreichische Anwendungen der Verwaltung und von privatwirtschaftlichen Services verwendet werden. Im Verwaltungsbereich sind andere EU-Länder verpflichtet, die ID Austria gleichwertig mit ihren eigenen eIDs in der höchsten Sicherheitsstufe anzuerkennen. Österreichische Webanwendungen können natürlich auch jederzeit im Ausland aufgerufen und mit der Funktion der ID Austria genutzt werden. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/nutzungsmoeglichkeiten,hilfe-zu-ida,2025-06-18,True
"Hat jemand Zugriff auf meine Daten, wenn ich das Mobiltelefon verliere?","Mit der ID Austria werden die angeforderten persönlichen Daten bei jeder Verwendung von einem hochsicheren österreichischen Server abgerufen. Für jede Nutzung der ID Austria müssen Sie Ihre Identität mittels Fingerabdruck, Gesichtserkennung/Iriserkennung und/oder Gerätepasswort bestätigen. Deshalb können auch nur Sie Ihre ID Austria nutzen oder mit einem neuen Gerät verknüpfen. Bei Verlust Ihres Mobiltelefons können Sie online die Verknüpfung Ihrer ID Austria mit der App „ID Austria“ aufheben.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
Wem werden meine Daten freigegeben?,"Ihre Daten werden nur Ihnen selbst oder in Ihrem Auftrag einem Dritten ( z.B. der Geschäftspartnerin oder dem Geschäftspartner) zur Verfügung gestellt. Vor Weitergabe Ihrer Daten müssen Sie aber zuerst die Datenfreigabe bestätigen. Die Behördenregister ( z.B. das Zentrale Melderegister), die im Rahmen der ID Austria-Nutzung abgefragt werden, kennen den Verwendungszweck der Daten nicht.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
Werden meine Daten gesammelt?,"Die Behörde hat keinen Zugriff auf Daten, die nicht ohnehin schon im Rahmen bestehender Register und geltender Rechtsgrundlagen verfügbar sind. Mit dem ID Austria-System wird lediglich eine sichere Infrastruktur für die Verarbeitung ausgewählter Daten aus bestehenden Registern zur Verfügung gestellt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
Warum muss ich die Mobiltelefonnummer bei der Behörde angeben?,"Die Angabe der Mobiltelefonnummer bei der Behörde ist nur für die Registrierungsvariante per SMS-TAN notwendig, um die SMS-TAN versenden zu können, mit der Ihr Mobiltelefon mit Ihrer ID Austria verknüpft wird. Sie wird nicht von der Behörde gespeichert. Sie wird jedoch beim qualifizierten Vertrauensdiensteanbieter bei Ihrer ID Austria hinterlegt. Die Mobiltelefonnummer ist zur Wiederherstellung des ID Austria Zugangs notwendig, wenn dieser nicht mehr mit der App „ID Austria“ oder einem anderen geeigneten Authentifizierungsfaktor möglich ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
Bei welchen Registrierungsvarianten ist die Angabe einer Mobiltelefonnummer erforderlich?,"Die Angabe der Mobiltelefonnummer ist bei der ID Austria Registrierung mit SMS-TAN erforderlich. Die Mobiltelefonnummer ist notwendig, um die SMS-TAN versenden zu können, mit der Ihr Mobiltelefon mit Ihrer ID Austria verknüpft wird. Sie wird nicht von der Behörde gespeichert, jedoch beim qualifizierten Vertrauensdiensteanbieter zu Ihrer ID Austria hinterlegt. Sie ist auch zur Wiederherstellung des ID Austria Zugangs notwendig, wenn dieser nicht mehr mit der App „ID Austria“ oder einem anderen geeigneten Authentifizierungsfaktor möglich ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
"Wieso ist es von Vorteil, die E-Mail-Adresse anzugeben?","Die E-Mail-Adresse ermöglicht eine leichtere Kontaktaufnahme durch den qualifizierten Vertrauensdiensteanbieter bei Sperre und Widerruf. Zudem werden Sie rechtzeitig mittels E-Mail daran erinnert, Ihre ID Austria zu verlängern. Wenn Sie mehrere E-Mail-Adressen haben, geben Sie die E-Mail-Adresse an, über die Sie kontaktiert werden möchten. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/persoenliche-daten,hilfe-zu-ida,2025-06-18,True
Wann hilft mir diese Anleitung?,"Wenn Sie Ihren Benutzernamen nicht kennen oder unsicher sind, was Sie eingeben sollen. Wann ist meine Mobiltelefonnummer mein Benutzername? Wie kann ich meinen Benutzernamen einsehen? Wenn Sie Ihr Signatur-Passwort nicht mehr wissen. Wie kann ich mein Signatur-Passwort ändern? Wenn Sie bei der Identifikation mittels Benutzername und Signatur-Passwort (z.B. bei einer Anmeldung, beim Verknüpfen mit der App oder beim Verwalten Ihres Kontos) diese Fehlermeldung bekommen: „Benutzername und/oder Signatur-Passwort nicht korrekt“. Was sind mögliche Gründe für diesen Fehler?",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-anmeldung,hilfe-zu-ida,2026-02-19,False
Wann ist meine Mobiltelefonnummer mein Benutzername?,Handy-Signaturen hatten als Benutzername immer eine Mobiltelefonnummer. Bei einer Umstellung von Handy-Signatur auf ID Austria wurden Benutzername und Signatur-Passwort beibehalten. Bei einer solchen ID Austria ist also der Benutzername weiterhin die Mobiltelefonnummer. Diese wurde dabei als Mobiltelefonnummer im ID Austria Konto hinterlegt.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-anmeldung,hilfe-zu-ida,2026-02-19,True
Wie kann ich meinen Benutzernamen einsehen?,Folgende Voraussetzungen bestehen für die Nutzung dieser Funktion: in der App „ID Austria“: App muss verknüpft bzw. angemeldet sein im Web-Browser: Signatur-Passwort sowie eine hinterlegte Mobiltelefonnummer Bitte benutzen Sie die Anleitung ID Austria Benutzernamen einsehen.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-anmeldung,hilfe-zu-ida,2026-02-19,True
Wie kann ich mein Signatur-Passwort ändern?,"Bitte benutzen Sie die Anleitung ID Austria Signatur-Passwort zurücksetzen. Tipp: Bevor Sie versuchen, Ihr Passwort zu ändern, prüfen Sie bitte Ihren Benutzernamen (siehe oben).",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-anmeldung,hilfe-zu-ida,2026-02-19,True
Was sind mögliche Gründe für den Fehler „Benutzername und/oder Signatur-Passwort nicht korrekt“?,"Diese Fehlermeldung bedeutet, dass zumindest eine der beiden Eingaben (Benutzername oder Signatur-Passwort) falsch ist. Eventuell haben Sie sich verschrieben – bitte probieren Sie es daher noch einmal und achten Sie auf Groß- und Kleinschreibung. Wie kann ich meinen Benutzernamen einsehen? Wie kann ich mein Signatur-Passwort ändern? Ein anderer Grund könnte sein, dass Ihre Eingaben zu einer widerrufenen ID Austria oder abgelaufenen Handy-Signatur gehören.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-anmeldung,hilfe-zu-ida,2026-02-19,True
Ich habe meinen ID Austria-Ausdruck von der Behörde verloren und die Registrierung noch nicht abgeschlossen. Was muss ich tun?,"Bitte wenden Sie sich an eine Registrierungsbehörde, um erneut eine ID Austria zu beantragen. Sie erhalten im Zuge dessen einen neuen Ausdruck, um die Registrierung abzuschließen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-registrierung,hilfe-zu-ida,2026-02-25,True
Nach meiner neuen ID Austria Registrierung bei einer Behörde ist meine alte ID Austria widerrufen und ich kann die Registrierung nicht abschließen. Was muss ich tun?,"Wenn Ihnen der Button „App einrichten“ in der App nicht angeboten wird, so ist sie offensichtlich noch mit einer ID Austria verknüpft. Dies lässt sich auch daran erkennen, dass eine Navigationsleiste mit Ihrem „Konto“ angezeigt wird. Um mit der Registrierung fortzufahren, müssen Sie sich aus der App abmelden. Danach ist der Button „App einrichten“ wieder verfügbar. Hinweis: Bei einer neuen ID Austria Registrierung bei einer Behörde werden Ihre bestehenden ID Austria Konten widerrufen und sind damit nicht mehr nutzbar. Wenn Sie prüfen möchten, mit welchem gegebenenfalls widerrufenen ID Austria Konto die App derzeit verknüpft ist, klicken Sie auf Ihr „Konto“ in der Navigationsleiste.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-registrierung,hilfe-zu-ida,2026-02-25,True
"An wen kann ich mich wenden, wenn ich Probleme bei der Registrierung habe?","ID Austria Registrierung fertigstellen: Wenn Sie die Registrierung Ihrer ID Austria nicht unmittelbar bei der Behörde fertigstellen, erhalten Sie einen ID Austria-Ausdruck, auf dem Sie alle Informationen zur Fertigstellung finden. ( Sie haben Ihren Ausdruck verloren? ). Für folgende Registrierungarten sind Anleitungen zum Fertigstellen der Registrierung verfügbar: ID Austria Registrierung mit SMS-TAN ID Austria Registrierung mit Post- TAN per RS a-Brief Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/probleme-bei-registrierung,hilfe-zu-ida,2026-02-25,True
Brauche ich ein Passfoto für die ID Austria Registrierung?,"Ein aktuelles Passfoto (nicht älter als 6 Monate) ist für die Registrierung nicht erforderlich, wenn Sie: einen österreichischen Reisepass besitzen (nicht länger als 6 Jahre abgelaufen) oder einen österreichischen Personalausweis besitzen (nicht länger als 1 Jahr abgelaufen) oder auch ein Lichtbild für Ihre e-card bei einer Erfassungsstelle abgegeben haben.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung,hilfe-zu-ida,2025-06-18,True
Warum sollte ich meine Telefonnummer bei der Registrierung bekannt geben?,"Die Mobiltelefonnummer ist zur Wiederherstellung des ID Austria Zugangs notwendig, wenn der Zugriff auf die App „ID Austria“ oder einen anderen verknüpften Authentifizierungsfaktor nicht mehr möglich ist. Dafür steht Ihnen die Funktion „Gerät verloren, jedoch weiterer Authentifizierungsfaktor vorhanden“ zur Verfügung. Wenn Sie hingegen Ihr Smartphone verlieren, ohne eine Mobiltelefonnummer hinterlegt zu haben und auch keinen anderen Authentifizierungsfaktor verknüpft haben, haben Sie keinen Zugriff mehr auf Ihre ID Austria und müssen bei einer Behörde eine neue ID Austria beantragen. Daher ist es empfehlenswert eine Mobiltelefonnummer zu hinterlegen",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung,hilfe-zu-ida,2025-06-18,True
Kann ich die ID Austria Registrierung auch mit einem Tablet statt einem Smartphone durchführen?,"Ja, sofern die restlichen allgemeinen Voraussetzungen erfüllt sind, kann auch ein Tablet anstelle eines Smartphones verwendet werden. Zusätzlich empfehlen wir, eine Mobiltelefonnummer zu hinterlegen, da diese zur Wiederherstellung des ID Austria Zugangs notwendig ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung,hilfe-zu-ida,2025-06-18,True
Ich habe einen ID Austria-Ausdruck erhalten. Was muss ich tun?,"Auf diesem Ausdruck finden Sie weiterführende Informationen, damit Sie Ihre ID Austria Registrierung fertigstellen können. Dazu benötigen Sie zusätzlich zu Ihrem Mobiltelefon aus Sicherheitsgründen ein internetfähiges Zweitgerät ( z.B. einen Laptop). Folgen Sie der Anleitung auf dem Ausdruck, um die Registrierung erfolgreich abzuschließen. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung,hilfe-zu-ida,2025-06-18,True
Wann hilft mir diese Anleitung?,"Sie waren auf einer Registrierungsbehörde zur ID Austria Registrierung mit SMS-TAN. Dort wurde die Identitätsfeststellung durchgeführt. Es wurde Ihnen eine SMS-TAN gesendet, die Sie der Behördenmitarbeiterin oder dem Behördenmitarbeiter mitgeteilt haben. Sie haben einen Ausdruck bekommen mit Titel „Anleitung zur Fertigstellung Ihrer ID Austria Registrierung mit SMS-TAN“. Sie wollen nun den Registrierungsprozess zuhause abschließen und Ihr Smartphone als 2. Authentifizierungsfaktor nutzen. Diese Anleitung können Sie auch als PDF-Dokument herunterladen: PDF-Anleitung „Fertigstellung der Registrierung Ihrer ID Austria“ herunterladen (PDF, 812 KB)",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung-fertigstellen,hilfe-zu-ida,2026-03-09,False
Wie funktioniert der Ablauf der Fertigstellung?,"Schritt 1-Eingeben von Kontaktinformation, Benutzerdaten etc. im Web-Browser (auf einem Zweitgerät Laptop oder Desktop) Rufen Sie mit einem Zweitgerät ( z.B. Laptop) die Website a-trust.at/id-austria-registrierung auf und folgen Sie dort den Anleitungen. Melden Sie sich mit dem Freischaltcode und Widerrufs-Passwort (zu finden auf dem ID Austria-Ausdruck) an. Geben Sie Ihre Kontaktdaten bekannt und wählen Sie Benutzernamen und Signatur-Passwort für Ihre ID Austria. Bestimmen Sie Ihr persönliches Widerrufs-Passwort. Lesen und akzeptieren Sie die erforderlichen Zustimmungen (Signaturvertrag, Unterrichtung, AGB und Datenschutzmitteilung). Sie erhalten per SMS eine TAN auf Ihr Mobiltelefon. Geben Sie auf dem Zweitgerät diese SMS-TAN zur Überprüfung ein. Schritt 2: Auswahl von 2. Authentifizierungsfaktor im Web-Browser (auf einem Zweitgerät Laptop oder Desktop) Wählen Sie Option 1 — App „ID Austria“ als Authentifizierungsfaktor für die Registrierung, bzw. für die fortlaufende Nutzung der ID Austria. Laden Sie die App „ID Austria“ auf Ihr Smartphone, z.B. über das Scannen des QR-Codes, oder direkt im App Store. Klicken Sie danach auf weiter, um zur nächsten Seite zu gelangen. Schritt 3: App „ID Austria” starten, Verknüpfung starten und QR-Code scannen Starten Sie die App und gehen Sie durch die Nutzungsbedingungen und Informations-Schirme. Öffnen Sie die App und drücken Sie auf den Menüpunkt „App einrichten“. Wählen Sie aus, wie Sie Ihre App schützen wollen. Sie können entweder Fingerabdruck bzw. Gesichts-/Iriserkennung und Gerätepasswort zulassen oder auch nur eines davon. Klicken Sie danach auf „Weiter zum Konto verknüpfen“ und wählen Sie „ID Austria verknüpfen“. Im Web Browser werden die Schritte zum „App verknüpfen“ angezeigt. Zum Starten der Verknüpfung bestätigen Sie Ihre Identität mittels Fingerabdruck, Gesichts-/Iriserkennung oder Ihrem Gerätepasswort. Drücken Sie am Smartphone auf „QR-Code scannen“ und richten sie Ihre Kamera auf den Bildschirm, der im Web-Browser den QR-Code anzeigt (siehe Schritt 11). Zum Fortsetzen der Verknüpfung bestätigen Sie Ihre Identität mittels Fingerabdruck, Gesichts-/Iriserkennung oder Ihrem Gerätepasswort.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/registrierung-fertigstellen,hilfe-zu-ida,2026-03-09,True
Wann hilft mir diese Anleitung?,Wenn Sie Ihr ID Austria Signatur-Passwort vergessen haben und ein neues bestimmen wollen.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen,hilfe-zu-ida,2026-04-29,False
Welcher dieser Umstände trifft auf Sie zu?,"Nutzen Sie die App „ID Austria“ und sind aktuell angemeldet? Ja, meine App ist momentan verknüpft. Benutzen Sie die App für das Zurücksetzen Ihres Signatur-Passworts. Nein, meine App ist nicht verknüpft bzw. nicht in Betrieb. Alternative Methoden für das Zurücksetzen Ihres Signatur-Passworts.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen,hilfe-zu-ida,2026-04-29,True
Passwort zurücksetzen – in der verknüpften App „ID Austria“,Voraussetzungen Hauptwohnsitz in Österreich Registrierung zur elektronischen Zustellung,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen,hilfe-zu-ida,2026-04-29,False
"Alternative Möglichkeiten, Ihr Signatur-Passwort zurückzusetzen","Behördenweg Die Registrierungsbehörde selbst kann das Signatur-Passwort nicht zurücksetzen, aber Sie dabei unterstützen, wieder Zugang zu Ihrer ID Austria zu erhalten. Denken Sie daran, einen amtlichen Lichtbildausweis mitzunehmen. Hier finden Sie eine Auflistung der ID Austria Registrierungsbehörden. Postweg Wenn Sie Ihren Benutzernamen kennen und die Möglichkeit zum Empfang einer SMS-TAN auf Ihre hinterlegte Mobiltelefonnummer oder einen zweiten Authentifizierungsfaktor (z.B. FIDO-Sicherheitsschlüssel) haben, können Sie das Zurücksetzen im Web-Browser starten und erhalten das Einmal-Passwort postalisch als RS a-Brief an Ihren Hauptwohnsitz in Österreich zugestellt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen,hilfe-zu-ida,2026-04-29,False
Wann hilft mir diese Anleitung?,"Wenn Sie Ihr ID Austria Signatur-Passwort zurücksetzen wollen, und Ihre App „ID Austria“ keine aktive Verknüpfung hat.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen-postweg,hilfe-zu-ida,2026-04-29,False
Voraussetzungen für das Zurücksetzen Ihres Passworts auf dem Postweg:,"Sie kennen Ihren Benutzernamen und haben die Möglichkeit zum Empfang einer SMS-TAN auf Ihre hinterlegte Mobiltelefonnummer oder einen anderen zweiten Authentifizierungsfaktor (z.B. FIDO-Sicherheitsschlüssel, Signaturkarte oder aktive Verknüpfung in der App „A-Trust Signatur“) und haben Ihren Hauptwohnsitz in Österreich.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen-postweg,hilfe-zu-ida,2026-04-29,False
Wie funktioniert der Ablauf:,"Um Ihr Signatur-Passwort zurücksetzen zu können, erhalten Sie ein Einmal-Passwort per RS a-Brief auf dem Postweg. Damit können Sie ein neues Passwort bestimmen. Ein postalisch zugestellter RS a-Brief muss persönlich übernommen werden. Sollte dies nicht möglich sein, wird dieser zur persönlichen Übernahme zwei Wochen beim Postamt hinterlegt. Teil 1: Einmal-Passwort anfordern Rufen Sie im Web-Browser die Funktion Signatur-Passwort mittels Postweg zurücksetzen auf und folgen Sie der Anleitung. Geben Sie Ihren Benutzernamen ein. Geben Sie Ihren Vornamen, Familiennamen und Geburtsdatum ein. Bestätigen Sie den Vorgang mittels „SMS-TAN“ auf Ihre hinterlegte Mobiltelefonnummer oder durch Ihren zweiten Authentifizierungsfaktor. Die Postzustellung des Einmal-Passwort als RS a-Brief wurde erfolgreich beantragt. Falls Sie bei der Registrierung eine E-Mail-Adresse als Kontaktinformation angegeben haben, erhalten Sie dorthin eine Bestätigung mit dem Titel „ID Austria-Passwort Rücksetzung beantragt“. Teil 2: Zustellung des Einmal-Passworts per Post Das Einmal-Passwort wird Ihnen per Post als RS a-Brief zugestellt. Hinweis: Dies ist auch dann der Fall, wenn Sie für die Elektronische Zustellung registriert sind. Teil 3: Neues Signatur-Passwort bestimmen Nach Erhalt des RS a-Briefs rufen Sie im Web-Browser erneut die Funktion Signatur-Passwort mittels Postweg zurücksetzen auf und authentifizieren Sie sich wie in Teil 1. Danach folgen Sie der Anleitung. Geben Sie das Einmal-Passwort aus dem RS a-Brief ein. Bestimmen Sie danach Ihr neues Signatur-Passwort. Ihr neues Signatur-Passwort wurde erfolgreich gespeichert. Falls Sie bei der Registrierung eine E-Mail-Adresse als Kontaktinformation angegeben haben, erhalten Sie dorthin eine Bestätigung mit dem Titel „ID Austria-Passwort Rücksetzung zurückgesetzt“.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen-postweg,hilfe-zu-ida,2026-04-29,False
Was sind die Alternativen?,"Wenn Sie keine Möglichkeit zum Empfang einer SMS-TAN“ auf Ihre hinterlegte Mobiltelefonnummer haben, keinen 2. Authentifizierungsfaktor (z.B. FIDO-Sicherheitsschlüssel, Signaturkarte oder aktive Verknüpfung in der App „A-Trust Signatur“) haben und auch Ihre App „ID Austria“ nicht verknüpft ist, kann das Signatur-Passwort nicht zurückgesetzt werden. In dem Fall müssen Sie eine neue ID Austria registrieren.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/signatur-passwort-zuruecksetzen-postweg,hilfe-zu-ida,2026-04-29,True
"Ich habe keine österreichische Staatsbürgerschaft, arbeite aber in Österreich. Kann ich eine ID Austria beantragen?","Die ID Austria Registrierung von Personen ohne österreichische Staatsbürgerschaft erfolgt bei den Landespolizeidirektionen oder Finanzämtern, sofern ein ausreichender Bezug zum Inland gegeben und das 14. Lebensjahr vollendet ist. Der Inlandsbezug kann sich insbesondere durch ein Beschäftigungsverhältnis oder eine Geschäftstätigkeit im Inland ergeben. Bitte bringen Sie zu Ihrem Termin bei der Registrierungsbehörde ein aktuelles Passfoto und Ihren Reisepass bzw. Personalausweis (ID Karte) mit sowie ein Dokument zur Glaubhaftmachung des Inlandsbezugs ( z.B. Meldebestätigung, Studierendenausweis, Bestätigung vom Arbeitgeber, Dienstausweis einer Firma in Österreich oder Ähnliches). Falls Sie bereits ein Lichtbild für Ihre e-card bei einer Erfassungsstelle beigebracht haben, ist kein aktuelles Passfoto erforderlich.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/unterschiede-in-der-beantragung-einer-id-austria,hilfe-zu-ida,2026-05-19,True
"Kann ich meine/n Ehepartnerin/Ehepartner oder eine/n Dritte/n bevollmächtigen, dass sie/er für mich die ID Austria beantragt?","Nein. Es ist eine persönliche Identitätsfeststellung bei der Registrierung der ID Austria durch eine Behörde erforderlich. Falls Sie nicht persönlich zur Behörde gehen können, aber eine Handy-Signatur haben, können Sie Ihre Handy-Signatur online auf eine ID Austria umstellen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/unterschiede-in-der-beantragung-einer-id-austria,hilfe-zu-ida,2026-05-19,True
Kann eine Auslandsösterreicherin oder ein Auslandsösterreicher eine ID Austria bekommen?,"Ja, dazu ist ein persönliches Erscheinen bei einer österreichischen Vertretungsbehörde oder bei einer Registrierungsbehörde in Österreich erforderlich. Wenn Sie bereits eine Handy-Signatur besitzen, können Sie diese online auf die ID Austria umstellen. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/unterschiede-in-der-beantragung-einer-id-austria,hilfe-zu-ida,2026-05-19,True
Ich habe mein Handy verloren bzw. es wurde gestohlen. Was ist zu tun?,"Das bestehende Smartphone muss für die ID Austria umgehend deaktiviert werden, um Identitätsdiebstahl zu verhindern. Wenden Sie sich dazu an den Widerrufsdienst Ihres qualifizierten Vertrauensdiensteanbieters. Danach haben Sie keine ID Austria mehr. Sie müssen sich erneut bei einer Registrierungsbehörde registrieren. Ein Online-Prozess zum Sperren der ID Austria ist aktuell in Arbeit. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/verlust,hilfe-zu-ida,2026-06-09,True
Wann hilft mir diese Anleitung?,"Wenn Sie sich zum ID Austria Vollmachtenservice informieren, oder eine Vollmacht erteilen wollen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachten-mit-id-austria-erteilen-und-verwalten,hilfe-zu-ida,2025-12-03,False
Welche Voraussetzungen gibt es für die Nutzung der Vollmachten?,"Für die Nutzung der Vollmachten ist jeweils eine Anmeldung mittels ID Austria bzw. eID eines anderen EU-Mitgliedstaates erforderlich Falls die Vollmacht nicht eingerichtet werden kann, ist der Grund dafür eventuell, dass die andere Person (Vollmacht-Empfänger) noch nicht in den notwendigen Registern (ZMR, Ergänzungsregister) eingetragen ist. In diesem Fall bitten Sie die Person, eine Anmeldung mittels ID Austria bzw. eID vorzunehmen, zum Beispiel auf oesterreich.gv.at.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachten-mit-id-austria-erteilen-und-verwalten,hilfe-zu-ida,2025-12-03,True
Welche Arten von Vollmachten gibt es?,"Allgemeine Vollmacht: Vollmacht für alle ID Austria-tauglichen Anwendungen mit Ausnahme der elektronischen Zustellung. Darüber hinaus können Vollmachten für bestimmte Bereiche und Anwendungen eingerichtet werden: AMA (Agrarmarkt Austria) Vollmacht für alle ID Austria-tauglichen Anwendungen am Portal der AMA. ELGA Vollmacht Berechtigt zur Vertretung bei ELGA-Services. Justiz: Elektronische Akteneinsicht Die bevollmächtigte Person ist berechtigt, elektronisch Einsicht in Akten der Justiz zu nehmen. Justiz: ID Austria-taugliche Anwendungen Die bevollmächtigte Person ist berechtigt, bei ID Austria-tauglichen Anwendungen der Justiz zu vertreten. Justiz: Elektronische Übermittlung von Eingaben Die bevollmächtigte Person ist berechtigt, elektronisch Eingaben an die Justiz zu übermitteln. Postvollmacht für die elektronische Zustellung Berechtigt zum Empfang von Zustellstücken der elektronischen Zustellung. Sozialversicherung: Einlösevollmacht Vollmacht für die Einlösung von Verschreibungen (Rezepten, Verordnungen) bei den Bezugsquellen (Apotheken, Bandagisten etc) in den Anwendungen der Sozialversicherung. Sozialversicherung: ID Austria-taugliche Anwendungen Die bevollmächtigte Person ist berechtigt, bei ID Austria-tauglichen Anwendungen der österreichischen Sozialversicherung zu vertreten.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachten-mit-id-austria-erteilen-und-verwalten,hilfe-zu-ida,2025-12-03,True
